Va	Vb	Vc	Ia	Ib	Ic
0.845782295	0.141805553	0.859895428	0.149844194	0.564514252	0.15361924
0.111521422	0.863624892	0.854380193	0.592034408	0.155874592	0.155114535
0.880626683	0.054618188	0.054199028	0.174972379	0.689943007	0.690733166
0.095772487	0.866949677	0.866404371	0.617422395	0.159484527	0.162633349
0.860334428	0.845933066	0.14743222	0.153220693	0.150884773	0.562533861
0.130457934	0.863626018	0.857505658	0.586622308	0.155225561	0.157334776
0.877395134	0.450403365	0.42697723	0.170501638	0.62636176	0.593214331
0.859075251	0.846269928	0.153947065	0.152335689	0.151468248	0.560925581
0.055363195	0.871894346	0.873302586	0.654890752	0.164772604	0.168485901
0.33674164	0.825710486	0.33633206	0.586274847	0.118651146	0.615914114
0.054601481	0.054272803	0.882071072	0.689949356	0.690799021	0.175200843
5.49174E-06	0.873650383	0.881901842	0.69934513	0.170131642	0.17529425
0.855815902	0.123094632	0.863577416	0.155809195	0.588348481	0.155015505
0.841364813	0.102813063	0.099076054	0.134985649	0.62776763	0.602781989
0.081816538	0.866983248	0.866125023	0.621122005	0.159790738	0.161639712
0.062471206	0.062476134	0.062429029	0.638268202	0.638466656	0.638508709
0.083615923	0.868622173	0.084979626	0.66197512	0.162597145	0.676697063
0.027698135	0.02753815	0.027860031	0.695406208	0.695439304	0.695166606
0.069533106	0.065334459	0.084835591	0.670511609	0.670555561	0.67275265
0.876295508	0.88285382	5.49578E-06	0.170837712	0.175405617	0.69925191
0.865133188	0.85503728	0.111359528	0.155727752	0.154654671	0.591987297
0.881337096	4.91117E-06	4.8609E-06	0.175382981	0.699225353	0.699677938
0.844863643	0.133718234	0.863978147	0.148483361	0.567798352	0.155703725
0.864100472	0.856201198	0.116647488	0.15579849	0.155667911	0.590406933
0.223513803	0.215542718	0.825547261	0.609193391	0.583986223	0.119162748
0.079751929	0.071493078	0.855622587	0.648076366	0.627325832	0.149171137
0.866850367	0.865807375	0.08196232	0.159722256	0.161674418	0.62110709
0.881844038	5.49629E-06	0.874067656	0.175056813	0.699352975	0.169801405
0.882508621	0.054747605	0.054235529	0.175742742	0.690203858	0.690371155
0.87733215	0.451000333	0.432025391	0.170488059	0.608741419	0.575262208
0.863454058	0.857015983	0.130360219	0.155150466	0.156909674	0.586528917
0.881479697	4.93288E-06	4.80028E-06	0.175340744	0.699493787	0.69968127
0.072820072	0.855914041	0.071187066	0.629520468	0.149529835	0.650204084
0.079429614	0.869108563	0.093644707	0.659121495	0.162723915	0.670460194
0.868906976	0.091402761	0.077269477	0.162675923	0.671321226	0.659301837
0.881397606	0.04116679	0.041002864	0.175321573	0.692534167	0.693045406
0.405841031	0.877277267	0.480543587	0.532755609	0.170560776	0.575056171
0.875009948	0.076025468	0.872604831	0.168528499	0.650530778	0.164857329
0.869080173	0.090203089	0.076140744	0.162687143	0.671550052	0.659438755
0.862100923	0.843728561	0.133719246	0.154840302	0.147811113	0.567801203
0.426971208	0.877378082	0.450392006	0.592996254	0.170802146	0.626549176
0.120392619	0.111891868	0.141675945	0.616155667	0.614655546	0.616148747
0.054303405	0.881712191	0.054613285	0.690717869	0.175494544	0.690329575
0.46995865	0.415537995	0.877322105	0.575498517	0.53633995	0.170544643
0.877508725	0.48481637	0.392944084	0.170726928	0.625345421	0.582656907
0.868937078	0.080454827	0.077486787	0.162527692	0.674719112	0.66302329
0.447780483	0.432473005	0.877103634	0.590850009	0.558424813	0.170186845
0.857086554	0.123141473	0.863711598	0.156476208	0.588500726	0.155486973
0.445538918	0.877604098	0.437909591	0.562596384	0.170786465	0.592313114
0.841664141	0.083353336	0.102233646	0.134855097	0.631270415	0.605929345
0.882330309	0.027844286	0.027382055	0.175550043	0.694663221	0.694848933
0.856539412	0.111466804	0.86557697	0.155497007	0.592158917	0.156743758
0.425575117	0.877193804	0.459018585	0.539492345	0.170523952	0.575594472
0.059412059	0.06380731	0.063237875	0.652062338	0.652380301	0.652310017
0.054614031	0.054279124	0.882169114	0.689921676	0.690450536	0.175632143
0.083385823	0.102206888	0.841805996	0.631221566	0.605878545	0.134726442
0.137253456	0.862582231	0.845643681	0.566295962	0.154344438	0.149192588
0.425662711	0.877316872	0.459066906	0.539453532	0.170554742	0.575560909
0.454823199	0.435989643	0.877416851	0.611033143	0.577342133	0.170577488
0.289033094	0.826155878	0.290317804	0.584939178	0.119028486	0.614098193
0.877562869	0.462079288	0.415510378	0.17055272	0.626145147	0.589801824
0.060013074	0.060047442	0.059889207	0.639770447	0.640123351	0.640063612
0.439984461	0.878134013	0.449060867	0.527519836	0.170836343	0.560014284
0.045570485	0.0479372	0.053522925	0.655731954	0.6568285	0.656792162
0.079632656	0.071543896	0.855628041	0.647706004	0.627664016	0.149227638
0.427013337	0.877465971	0.450437786	0.593042386	0.170486651	0.626488834
0.443327606	0.447010869	0.877311912	0.60829769	0.577696249	0.170584333
0.872190737	0.875661445	0.047445657	0.165341694	0.169282198	0.657151868
0.480612016	0.401350813	0.877273111	0.589900931	0.548029158	0.170830502
0.469888357	0.415702491	0.877410162	0.575443404	0.536291531	0.170553779
0.876608392	0.883580687	0.027332561	0.170649534	0.175840351	0.695419638
0.081784653	0.867641194	0.866031094	0.621348346	0.160042983	0.161573653
0.868920478	0.089957304	0.075727017	0.162707979	0.671513189	0.659236885
0.426784335	0.877011315	0.450212233	0.593137404	0.17047627	0.626522306
0.857032182	0.10281832	0.078821029	0.149462919	0.643431784	0.623756798
0.113655997	0.100008722	0.841948787	0.625848693	0.600660637	0.13521536
0.861598165	0.845653675	0.14171461	0.153881434	0.150059938	0.56459704
0.079229169	0.082664424	0.868851219	0.677565846	0.665332837	0.162582132
0.487125079	0.401352015	0.877452932	0.609032992	0.565659669	0.17050485
0.458961739	0.425771363	0.87737602	0.575809318	0.539601159	0.170589995
0.877053505	0.470230383	0.41182372	0.170199261	0.58968209	0.551182474
0.334419975	0.826086783	0.337968401	0.583409867	0.118648718	0.611330407
0.87702242	0.884242922	0.013707363	0.170857467	0.176116704	0.697396633
0.841874982	0.092758632	0.099635886	0.134792263	0.629623236	0.604378052
0.054655998	0.054302276	0.881176189	0.690044682	0.690601521	0.175308206
0.082939342	0.080302745	0.868865751	0.675954744	0.663792428	0.162600617
0.866545624	0.866353909	0.104293378	0.159325996	0.162621707	0.615409002
0.435537097	0.877257894	0.454716718	0.574232139	0.170563714	0.60803857
0.442945364	0.448251162	0.877347035	0.606569875	0.576604725	0.1706031
0.081504699	0.869147654	0.09949923	0.656367882	0.162653387	0.668955867
0.130569743	0.320082084	0.220470283	0.622417381	0.623149147	0.621470653
0.877339059	0.448153396	0.435803465	0.170601682	0.575713431	0.542849844
0.080228713	0.869043381	0.093594216	0.658316026	0.162584084	0.670379076
0.066186544	0.078643811	0.854235295	0.653691917	0.634189116	0.148943543
0.883781551	5.49629E-06	0.875586196	0.175497146	0.69930404	0.170522631
0.3929207	0.87742655	0.484758354	0.582439865	0.170484183	0.625286752
0.874147499	0.076041755	0.871086923	0.168504724	0.650462417	0.164598339
0.469708671	0.411386858	0.877003228	0.590496096	0.552082006	0.170016966
0.87452494	0.065235655	0.872005484	0.168535707	0.652732508	0.164751022
0.875921514	0.075973233	0.871391457	0.168875775	0.650453701	0.164460672
0.873276886	0.876709625	0.065180419	0.165390619	0.169054456	0.652778327
0.873899347	0.048714299	0.872365595	0.168332683	0.659029245	0.16549329
0.877070875	0.473286176	0.403896085	0.170533989	0.625985538	0.586043713
0.43859563	0.438590926	0.877212643	0.626564894	0.596360085	0.170401516
0.877793614	0.462191843	0.415629012	0.170726448	0.626283119	0.589661557
0.877326068	0.450367992	0.426943288	0.170668737	0.626540385	0.593040214
0.404147868	0.87756691	0.473529968	0.586203821	0.170667088	0.625721374
0.875678413	0.883737366	0.027330538	0.170280079	0.175429199	0.69536785
0.113765527	0.100334493	0.841754276	0.626232935	0.600739639	0.134961332
0.86074638	0.845103065	0.147544076	0.152687214	0.150249548	0.562802976
0.877322362	0.437059932	0.446329993	0.170586737	0.575723408	0.54607044
0.013708395	0.876640726	0.883658732	0.697370653	0.171091632	0.175301843
0.08185605	0.867289461	0.86624476	0.621028812	0.159681022	0.161883586
0.877670541	0.877801712	0.879015897	0.170743103	0.170532694	0.170935484
0.87734889	0.459010447	0.425596727	0.170580342	0.575609314	0.539612714
0.874577709	0.076025322	0.871624455	0.16850436	0.650491668	0.164539064
0.877194986	0.447824422	0.432903148	0.170287471	0.590959851	0.558562969
0.107715886	0.864615645	0.854178494	0.593747703	0.156835816	0.154477073
0.861778761	0.843210844	0.133718113	0.154876586	0.147754839	0.56776988
0.874285546	0.065236127	0.871533606	0.16797952	0.652669932	0.164504886
0.869058528	0.089502958	0.075637952	0.162696248	0.671521082	0.659511359
0.10022358	0.841771832	0.113889724	0.600905825	0.135002679	0.625951576
0.103072855	0.099095419	0.841803703	0.627739171	0.602645734	0.134979367
0.124439508	0.298371984	0.206683716	0.623294481	0.626184405	0.621966963
0.099230009	0.841779251	0.103186007	0.602415778	0.134900496	0.627677256
0.081663785	0.867562684	0.865710711	0.621371129	0.159882423	0.161549716
0.841568253	0.083398134	0.102222259	0.134865226	0.631200013	0.606286001
0.877710565	0.459664076	0.42967819	0.170544454	0.559631513	0.524580597
0.877324785	0.43712667	0.444128379	0.170415922	0.591507401	0.56194756
